1.000000  2208.000000  1146.000000   2.000000  4.000000   4.000000  1585.000000   0.000000  0.000000  0.000000   1.000000  2.000000  100.000000   1213.000000    0
0.000000  2267.000000  7.000000      2.000000  8.000000   4.000000  165.000000    0.000000  0.000000  0.000000   0.000000  2.000000  160.000000   1.000000       0
0.000000  2958.000000  175.000000    1.000000  4.000000   4.000000  125.000000    0.000000  0.000000  0.000000   1.000000  2.000000  280.000000   1.000000       0
1.000000  1742.000000  65.000000     2.000000  3.000000   4.000000  125.000000    0.000000  0.000000  0.000000   0.000000  2.000000  60.000000    101.000000     0
1.000000  2067.000000  125.000000    1.000000  8.000000   8.000000  1375.000000   1.000000  1.000000  3.000000   1.000000  2.000000  140.000000   211.000000     0
1.000000  5858.000000  271.000000    2.000000  8.000000   4.000000  2415.000000   0.000000  0.000000  0.000000   1.000000  2.000000  320.000000   1.000000       0
0.000000  2817.000000  585.000000    2.000000  6.000000   4.000000  4.000000      0.000000  0.000000  0.000000   0.000000  2.000000  260.000000   1005.000000    0
1.000000  4117.000000  1335.000000   2.000000  2.000000   4.000000  165.000000    0.000000  0.000000  0.000000   0.000000  2.000000  168.000000   1.000000       0
1.000000  195.000000   9585.000000   2.000000  6.000000   4.000000  79.000000     0.000000  0.000000  0.000000   0.000000  2.000000  80.000000    351.000000     0
1.000000  225.000000   125.000000    1.000000  4.000000   4.000000  125.000000    0.000000  0.000000  0.000000   0.000000  2.000000  200.000000   71.000000      0
0.000000  2042.000000  105.000000    1.000000  14.000000  8.000000  0.000000      0.000000  0.000000  0.000000   1.000000  2.000000  154.000000   33.000000      0
1.000000  5233.000000  1375.000000   1.000000  8.000000   8.000000  946.000000    1.000000  0.000000  0.000000   1.000000  2.000000  200.000000   101.000000     0
1.000000  7483.000000  19.000000     1.000000  1.000000   1.000000  4.000000      0.000000  1.000000  2.000000   0.000000  2.000000  0.000000     352.000000     0
1.000000  2258.000000  15.000000     1.000000  6.000000   4.000000  54.000000     0.000000  0.000000  0.000000   1.000000  2.000000  120.000000   68.000000      0
1.000000  6333.000000  54.000000     2.000000  8.000000   4.000000  585.000000    1.000000  1.000000  3.000000   1.000000  2.000000  180.000000   1.000000       0
1.000000  2375.000000  415.000000    1.000000  8.000000   4.000000  4.000000      0.000000  1.000000  2.000000   0.000000  2.000000  128.000000   7.000000       0
